Px016979	XP_011566912.1
Px006115	XP_011558664.1
Px006116	XP_011558652.1
Px006117	XP_011558653.1
Px006118	XP_011558656.1
Px006119	XP_011558655.1
Px010246	XP_011562548.1
Px010247	XP_011562567.1
Px010248	XP_011562567.1
Px010249	XP_011562550.1
Px010250	XP_011562551.1
Px010251	XP_011562553.1
Px010252	XP_011562554.1
Px010254	XP_011562555.1
Px010255	XP_011562558.1
Px010256	XP_011562573.1
Px010257	XP_011562575.1
Px010258	XP_011562576.1
Px010259	XP_011562576.1
Px010260	XP_011562560.1
Px010261	XP_011562565.1
Px010262	XP_011562577.1
Px002673	XP_011551112.1
Px002674	XP_011555949.1
Px002675	XP_011551115.1
Px002676	XP_011551020.1
Px002677	XP_011551023.1
Px002678	XP_011551116.1
Px002679	XP_011551033.1
Px002680	XP_011551117.1
Px002681	XP_011551034.1
Px002682	XP_011551041.1
Px002683	XP_011551037.1
Px002684	XP_011551043.1
Px002685	XP_011551048.1
Px002686	XP_011551049.1
Px002687	XP_011551051.1
Px002689	XP_011551051.1
Px002690	XP_011551053.1
Px002691	XP_011551054.1
Px002692	XP_011551054.1
Px002693	XP_011551055.1
Px002694	XP_011549445.1
Px002695	XP_011565892.1
Px002696	XP_011551119.1
Px002697	XP_011551120.1
Px002698	XP_011551121.1
Px002699	XP_011551059.1
Px002700	XP_011551060.1
Px002702	XP_011551062.1
Px002703	XP_011551063.1
Px002704	XP_011551065.1
Px002705	XP_011551066.1
Px002706	XP_011551067.1
Px002707	XP_011551123.1
Px002708	XP_011551123.1
Px002709	XP_011549944.1
Px002710	XP_011551125.1
Px002712	XP_011551125.1
Px002713	XP_011551126.1
Px002714	XP_011551069.1
Px002715	XP_011551071.1
Px002716	XP_011551128.1
Px002717	XP_011551072.1
Px002718	XP_011551129.1
Px002719	XP_011551073.1
Px002720	XP_011551131.1
Px002721	XP_011556903.1
Px002723	XP_011551074.1
Px002724	XP_011551132.1
Px002725	XP_011551076.1
Px002726	XP_011551079.1
Px002727	XP_011551081.1
Px002728	XP_011551082.1
Px002729	XP_011551133.1
Px002730	XP_011551086.1
Px002731	XP_011551136.1
Px002733	XP_011551108.1
Px002735	XP_011551109.1
Px002736	XP_011551110.1
Px004713	XP_011557490.1
Px004714	XP_011554443.1
Px004715	XP_011557491.1
Px004716	XP_011557492.1
Px004717	XP_011557467.1
Px004718	XP_011557493.1
Px004719	XP_011557468.1
Px004720	XP_011557469.1
Px004721	XP_011557472.1
Px004722	XP_011557470.1
Px004725	XP_011553262.1
Px004726	XP_011557495.1
Px004727	XP_011557474.1
Px004728	XP_011557476.1
Px004729	XP_011557478.1
Px004730	XP_011557497.1
Px004731	XP_011557498.1
Px004733	XP_011548168.1
Px004734	XP_011557479.1
Px004735	XP_011557480.1
Px004736	XP_011557481.1
Px004737	XP_011557482.1
Px004738	XP_011558399.1
Px004739	XP_011557501.1
Px004742	XP_011550389.1
Px004743	XP_011557483.1
Px004744	XP_011557484.1
Px004745	XP_011557502.1
Px004746	XP_011557503.1
Px004747	XP_011557489.1
Px006302	XP_011550388.1
Px006303	XP_011550388.1
Px006304	XP_011554492.1
Px006306	XP_011554505.1
Px006307	XP_011554495.1
Px006308	XP_011554497.1
Px006309	XP_011554498.1
Px006310	XP_011554506.1
Px006311	XP_011554507.1
Px006312	XP_011554509.1
Px006313	XP_011554509.1
Px006314	XP_011554500.1
Px006315	XP_011554511.1
Px006316	XP_011554502.1
Px006317	XP_011554503.1
Px006319	XP_011554504.1
Px006320	XP_011554512.1
Px011897	XP_011554792.1
Px011898	XP_011550279.1
Px011899	XP_011551397.1
Px011900	XP_011551399.1
Px011901	XP_011569302.1
Px011902	XP_011561596.1
Px011903	XP_011551401.1
Px011904	XP_011551402.1
Px011905	XP_011551377.1
Px011906	XP_011562659.1
Px011907	XP_011551378.1
Px011908	XP_011551403.1
Px011910	XP_011551406.1
Px011911	XP_011551379.1
Px011912	XP_011551381.1
Px011914	XP_011551381.1
Px011915	XP_011551407.1
Px011916	XP_011551382.1
Px011917	XP_011551410.1
Px011918	XP_011561910.1
Px011919	XP_011551383.1
Px011920	XP_011551411.1
Px011921	XP_011556624.1
Px011922	XP_011551387.1
Px011923	XP_011551415.1
Px011924	XP_011551388.1
Px011925	XP_011551388.1
Px011926	XP_011551389.1
Px011927	XP_011551391.1
Px011928	XP_011551421.1
Px011929	XP_011551392.1
Px011930	XP_011563178.1
Px011931	XP_011552918.1
Px011933	XP_011551393.1
Px011934	XP_011551422.1
Px007779	XP_011556291.1
Px007780	XP_011556292.1
Px007781	XP_011556293.1
Px007782	XP_011556294.1
Px007783	XP_011556294.1
Px007784	XP_011556295.1
Px007786	XP_011565623.1
Px007787	XP_011556296.1
Px007788	XP_011556316.1
Px007789	XP_011556317.1
Px007790	XP_011556297.1
Px007792	XP_011556300.1
Px007793	XP_011556301.1
Px007794	XP_011556302.1
Px007795	XP_011556303.1
Px007796	XP_011556304.1
Px007797	XP_011556305.1
Px007798	XP_011556322.1
Px007799	XP_011556311.1
Px007800	XP_011556313.1
Px007801	XP_011556323.1
Px013814	XP_011549282.1
Px013815	XP_011549343.1
Px013816	XP_011549344.1
Px013817	XP_011549346.1
Px013818	XP_011549347.1
Px013819	XP_011554189.1
Px013820	XP_011549349.1
Px013821	XP_011561268.1
Px013822	XP_011556160.1
Px013823	XP_011561278.1
Px013824	XP_011549352.1
Px013826	XP_011568742.1
Px013827	XP_011549353.1
Px013828	XP_011549354.1
Px013829	XP_011549287.1
Px013830	XP_011549355.1
Px013831	XP_011549355.1
Px013832	XP_011549356.1
Px013833	XP_011549288.1
Px013834	XP_011549357.1
Px013835	XP_011549290.1
Px013836	XP_011549291.1
Px013837	XP_011549359.1
Px013839	XP_011549359.1
Px013840	XP_011549292.1
Px013841	XP_011549293.1
Px013843	XP_011549360.1
Px013844	XP_011549294.1
Px013845	XP_011549294.1
Px013846	XP_011549299.1
Px013847	XP_011549300.1
Px013848	XP_011549302.1
Px013849	XP_011553737.1
Px013851	XP_011553707.1
Px013852	XP_011549304.1
Px013853	XP_011549361.1
Px013854	XP_011566664.1
Px013855	XP_011549308.1
Px013856	XP_011549310.1
Px013857	XP_011549311.1
Px013858	XP_011553715.1
Px013859	XP_011549314.1
Px013860	XP_011549316.1
Px013861	XP_011549317.1
Px013862	XP_011549362.1
Px013863	XP_011549318.1
Px013864	XP_011549364.1
Px013865	XP_011549319.1
Px013866	XP_011549320.1
Px013867	XP_011549323.1
Px013868	XP_011560406.1
Px013869	XP_011564947.1
Px013870	XP_011549324.1
Px013871	XP_011563772.1
Px013872	XP_011549325.1
Px013873	XP_011549367.1
Px013874	XP_011549328.1
Px013875	XP_011549369.1
Px013876	XP_011549370.1
Px013877	XP_011559657.1
Px013878	XP_011549331.1
Px013879	XP_011549371.1
Px013880	XP_011549335.1
Px013881	XP_011549336.1
Px013882	XP_011549337.1
Px013884	XP_011549341.1
Px017105	XP_011561246.1
Px003107	XP_011568067.1
Px016573	XP_011566684.1
Px016574	XP_011566683.1
Px016575	XP_011566685.1
Px016576	XP_011569052.1
Px017308	XP_011562848.1
Px001220	XP_011554914.1
Px001221	XP_011554920.1
Px001223	XP_011554922.1
Px001224	XP_011554978.1
Px001225	XP_011554923.1
Px001226	XP_011554924.1
Px001227	XP_011554925.1
Px001228	XP_011554928.1
Px001229	XP_011554930.1
Px001230	XP_011554931.1
Px001231	XP_011554980.1
Px001232	XP_011559684.1
Px001233	XP_011554981.1
Px001234	XP_011554933.1
Px001235	XP_011554935.1
Px001236	XP_011554936.1
Px001237	XP_011554941.1
Px001238	XP_011559679.1
Px001239	XP_011559678.1
Px001241	XP_011554945.1
Px001243	XP_011554946.1
Px001244	XP_011554982.1
Px001245	XP_011569045.1
Px001247	XP_011553449.1
Px001248	XP_011554983.1
Px001249	XP_011554986.1
Px001250	XP_011554952.1
Px001251	XP_011554948.1
Px001252	XP_011554953.1
Px001253	XP_011554987.1
Px001254	XP_011554988.1
Px001255	XP_011554988.1
Px001256	XP_011554956.1
Px001257	XP_011554957.1
Px001258	XP_011554958.1
Px001259	XP_011554959.1
Px001261	XP_011554962.1
Px001262	XP_011554965.1
Px001263	XP_011554964.1
Px001264	XP_011554968.1
Px001265	XP_011554966.1
Px001266	XP_011554970.1
Px001267	XP_011554975.1
Px001268	XP_011554601.1
Px001269	XP_011554471.1
Px001270	XP_011554976.1
Px007305	XP_011550484.1
Px007306	XP_011550581.1
Px007307	XP_011550581.1
Px007308	XP_011560149.1
Px007309	XP_011560164.1
Px007310	XP_011560165.1
Px007311	XP_011560390.1
Px007312	XP_011560152.1
Px007313	XP_011560387.1
Px007314	XP_011560167.1
Px007315	XP_011560168.1
Px007316	XP_011560170.1
Px007317	XP_011560171.1
Px007318	XP_011560159.1
Px007319	XP_011566688.1
Px007320	XP_011560172.1
Px007321	XP_011560172.1
Px000603	XP_011567562.1
Px000604	XP_011558229.1
Px000605	XP_011567560.1
Px011698	XP_011553605.1
Px011699	XP_011553605.1
Px011701	XP_011563804.1
Px011702	XP_011563805.1
Px011703	XP_011563818.1
Px011704	XP_011563807.1
Px011705	XP_011563808.1
Px011706	XP_011563810.1
Px011707	XP_011569101.1
Px011708	XP_011563813.1
Px011709	XP_011563815.1
Px011710	XP_011563819.1
Px011711	XP_011569146.1
Px011712	XP_011569147.1
Px011713	XP_011563822.1
Px015574	XP_011566276.1
Px015576	XP_011566277.1
Px015577	XP_011566278.1
Px015578	XP_011566279.1
Px015579	XP_011566280.1
Px015581	XP_011557520.1
Px015582	XP_011566281.1
Px015583	XP_011566283.1
Px015584	XP_011566284.1
Px015585	XP_011566286.1
Px015586	XP_011566287.1
Px015587	XP_011566288.1
Px015588	XP_011566291.1
Px015594	XP_011551812.1
Px015595	XP_011566292.1
Px015596	XP_011566274.1
Px015597	XP_011566294.1
Px015598	XP_011566295.1
Px015599	XP_011566297.1
Px015600	XP_011567227.1
Px015601	XP_011566298.1
Px015602	XP_011566299.1
Px015603	XP_011566300.1
Px000351	XP_011548121.1
Px000352	XP_011548177.1
Px000353	XP_011548177.1
Px000355	XP_011564480.1
Px000356	XP_011548125.1
Px000357	XP_011548179.1
Px000358	XP_011548129.1
Px000359	XP_011548130.1
Px000360	XP_011548132.1
Px000361	XP_011548134.1
Px000362	XP_011548135.1
Px000363	XP_011548137.1
Px000364	XP_011548139.1
Px000365	XP_011548181.1
Px000366	XP_011548181.1
Px000368	XP_011548183.1
Px000369	XP_011548183.1
Px000370	XP_011548184.1
Px000371	XP_011548140.1
Px000372	XP_011548185.1
Px000373	XP_011548141.1
Px000374	XP_011548142.1
Px000375	XP_011561429.1
Px000376	XP_011548187.1
Px000377	XP_011548189.1
Px000378	XP_011548189.1
Px000379	XP_011548192.1
Px000380	XP_011553464.1
Px000382	XP_011548145.1
Px000383	XP_011548191.1
Px000384	XP_011548192.1
Px000385	XP_011548194.1
Px000386	XP_011548151.1
Px000387	XP_011548152.1
Px000388	XP_011548195.1
Px000389	XP_011548195.1
Px000391	XP_011548153.1
Px000392	XP_011548196.1
Px000393	XP_011548196.1
Px000394	XP_011548197.1
Px000395	XP_011548154.1
Px000396	XP_011548159.1
Px000397	XP_011548159.1
Px000398	XP_011548160.1
Px000399	XP_011548161.1
Px000400	XP_011548161.1
Px000401	XP_011548162.1
Px000402	XP_011548198.1
Px000403	XP_011548167.1
Px000404	XP_011548199.1
Px000405	XP_011563618.1
Px000406	XP_011548169.1
Px000407	XP_011548171.1
Px000408	XP_011548173.1
Px000409	XP_011548200.1
Px000410	XP_011548174.1
Px000411	XP_011548176.1
Px000412	XP_011548202.1
Px000413	XP_011548202.1
Px000414	XP_011548204.1
Px007804	XP_011558080.1
Px007805	XP_011558082.1
Px007806	XP_011558124.1
Px007808	XP_011558087.1
Px007809	XP_011558088.1
Px007810	XP_011558089.1
Px007811	XP_011558090.1
Px007812	XP_011558127.1
Px007813	XP_011558128.1
Px007814	XP_011558091.1
Px007815	XP_011558103.1
Px007816	XP_011558116.1
Px007817	XP_011558117.1
Px007818	XP_011558129.1
Px007819	XP_011558987.1
Px007820	XP_011558119.1
Px007821	XP_011558121.1
Px007822	XP_011558131.1
Px007823	XP_011558132.1
Px007824	XP_011558133.1
Px007825	XP_011558135.1
Px007826	XP_011558138.1
Px013056	XP_011564627.1
Px013057	XP_011564628.1
Px013058	XP_011564638.1
Px013059	XP_011564630.1
Px013060	XP_011562029.1
Px013061	XP_011564631.1
Px013062	XP_011564632.1
Px013063	XP_011564639.1
Px013064	XP_011564635.1
Px013065	XP_011564640.1
Px000905	XP_011567620.1
Px000906	XP_011551524.1
Px000907	XP_011567623.1
Px003843	XP_011548496.1
Px002433	XP_011555023.1
Px002434	XP_011555097.1
Px002435	XP_011555097.1
Px002436	XP_011555098.1
Px002437	XP_011555065.1
Px002438	XP_011555066.1
Px002439	XP_011555071.1
Px002440	XP_011555070.1
Px002441	XP_011555067.1
Px002442	XP_011555069.1
Px002443	XP_011555071.1
Px002444	XP_011555072.1
Px002445	XP_011555076.1
Px002446	XP_011555100.1
Px002447	XP_011555100.1
Px002449	XP_011555100.1
Px002450	XP_011555101.1
Px002451	XP_011555080.1
Px002452	XP_011555082.1
Px002453	XP_011555103.1
Px002454	XP_011555105.1
Px002455	XP_011555089.1
Px002456	XP_011555093.1
Px002457	XP_011555106.1
Px002458	XP_011561398.1
Px014214	XP_011565580.1
Px014215	XP_011565580.1
Px014216	XP_011565578.1
Px014217	XP_011565581.1
Px014218	XP_011565582.1
Px014219	XP_011565583.1
Px001175	XP_011567668.1
Px014707	XP_011565863.1
Px014709	XP_011565864.1
Px014712	XP_011565866.1
Px014713	XP_011566653.1
Px014716	XP_011565872.1
Px014717	XP_011565872.1
Px014718	XP_011552331.1
Px014719	XP_011565874.1
Px014722	XP_011562190.1
Px014727	XP_011565875.1
Px014729	XP_011567175.1
Px014730	XP_011567126.1
Px014733	XP_011565876.1
Px014734	XP_011567325.1
Px014736	XP_011565877.1
Px014737	XP_011565878.1
Px016094	XP_011566512.1
Px016095	XP_011566513.1
Px016096	XP_011566515.1
Px018072	XP_011567308.1
Px018073	XP_011567309.1
Px000529	XP_011567486.1
Px000530	XP_011567487.1
Px000531	XP_011567490.1
Px000532	XP_011567489.1
Px017087	XP_011566959.1
Px017090	XP_011566961.1
Px017093	XP_011566962.1
Px017094	XP_011566846.1
Px017095	XP_011566965.1
Px017096	XP_011566966.1
Px017097	XP_011554326.1
Px017101	XP_011566967.1
Px015296	XP_011552246.1
Px015297	XP_011563949.1
Px015298	XP_011565002.1
Px015299	XP_011552300.1
Px015300	XP_011552252.1
Px015301	XP_011552254.1
Px015302	XP_011552302.1
Px015303	XP_011552255.1
Px015304	XP_011552256.1
Px015306	XP_011552259.1
Px015307	XP_011552260.1
Px015309	XP_011552261.1
Px015310	XP_011552304.1
Px015311	XP_011552304.1
Px015312	XP_011552305.1
Px015313	XP_011552263.1
Px015314	XP_011552265.1
Px015315	XP_011558399.1
Px015316	XP_011548448.1
Px015317	XP_011552306.1
Px015318	XP_011552308.1
Px015319	XP_011552308.1
Px015320	XP_011552309.1
Px015321	XP_011552311.1
Px015324	XP_011552279.1
Px015325	XP_011552286.1
Px015326	XP_011552289.1
Px015328	XP_011552313.1
Px015329	XP_011552314.1
Px015330	XP_011552314.1
Px015331	XP_011552314.1
Px015332	XP_011552315.1
Px015333	XP_011552316.1
Px015334	XP_011552295.1
Px015335	XP_011552298.1
Px015337	XP_011552317.1
Px015340	XP_011552319.1
Px015341	XP_011552320.1
Px010963	XP_011562849.1
Px010964	XP_011561877.1
Px010965	XP_011562850.1
Px010966	XP_011562852.1
Px010967	XP_011562840.1
Px010968	XP_011562841.1
Px010969	XP_011562843.1
Px010970	XP_011562844.1
Px010971	XP_011562845.1
Px010972	XP_011561458.1
Px010973	XP_011562512.1
Px010974	XP_011562854.1
Px010975	XP_011565608.1
Px010976	XP_011562848.1
Px012738	XP_011559367.1
Px012739	XP_011560857.1
Px012740	XP_011551255.1
Px012741	XP_011560861.1
Px012742	XP_011560880.1
Px012743	XP_011560882.1
Px012744	XP_011560888.1
Px012745	XP_011560884.1
Px012746	XP_011560887.1
Px012747	XP_011560888.1
Px012748	XP_011560889.1
Px012749	XP_011554426.1
Px012750	XP_011560890.1
Px012751	XP_011560866.1
Px012752	XP_011560867.1
Px012753	XP_011560868.1
Px012754	XP_011560869.1
Px012755	XP_011560874.1
Px012756	XP_011560875.1
Px012757	XP_011551804.1
Px012758	XP_011560876.1
Px012759	XP_011568019.1
Px002233	XP_011567963.1
Px017571	XP_011567184.1
Px017572	XP_011567185.1
Px017575	XP_011567564.1
Px017578	XP_011567187.1
Px017579	XP_011566721.1
Px017581	XP_011567189.1
Px017582	XP_011567190.1
Px017584	XP_011567191.1
Px005695	XP_011558389.1
Px005696	XP_011566024.1
Px005697	XP_011550931.1
Px005698	XP_011558390.1
Px005699	XP_011558397.1
Px005700	XP_011558392.1
Px005702	XP_011558398.1
Px005703	XP_011558398.1
Px005704	XP_011558394.1
Px005705	XP_011558395.1
Px005708	XP_011558400.1
Px005709	XP_011558400.1
Px000729	XP_011560414.1
Px000730	XP_011560414.1
Px000731	XP_011567418.1
Px003506	XP_011557483.1
Px016905	XP_011566871.1
Px016906	XP_011566876.1
Px016907	XP_011566873.1
Px007660	XP_011560588.1
Px007661	XP_011560590.1
Px007662	XP_011560611.1
Px007664	XP_011560592.1
Px007665	XP_011560595.1
Px007666	XP_011560594.1
Px007667	XP_011560596.1
Px007668	XP_011560613.1
Px007669	XP_011560597.1
Px007670	XP_011560614.1
Px007671	XP_011560615.1
Px007672	XP_011560598.1
Px007673	XP_011560599.1
Px007674	XP_011560602.1
Px007675	XP_011560604.1
Px007676	XP_011560604.1
Px007677	XP_011560603.1
Px007678	XP_011560605.1
Px007679	XP_011560610.1
Px001403	XP_011567771.1
Px012486	XP_011561245.1
Px012487	XP_011561246.1
Px012488	XP_011561253.1
Px012490	XP_011561270.1
Px012491	XP_011556859.1
Px012492	XP_011561255.1
Px012493	XP_011561256.1
Px012494	XP_011561271.1
Px012495	XP_011549172.1
Px012496	XP_011561272.1
Px012497	XP_011561273.1
Px012498	XP_011561259.1
Px012499	XP_011561274.1
Px012500	XP_011561260.1
Px012501	XP_011561261.1
Px012502	XP_011561276.1
Px012504	XP_011561262.1
Px012505	XP_011561263.1
Px012506	XP_011561266.1
Px012508	XP_011561268.1
Px012509	XP_011561278.1
Px013568	XP_011565107.1
Px013570	XP_011565096.1
Px013571	XP_011565098.1
Px013572	XP_011565099.1
Px013573	XP_011565101.1
Px015451	XP_011551940.1
Px015452	XP_011566210.1
Px015453	XP_011566213.1
Px012769	XP_011563400.1
Px012774	XP_011563409.1
Px012775	XP_011563410.1
Px012776	XP_011563402.1
Px012777	XP_011563404.1
Px012778	XP_011563413.1
Px006927	XP_011559157.1
Px006929	XP_011556201.1
Px006930	XP_011559173.1
Px006931	XP_011559152.1
Px006932	XP_011559175.1
Px006933	XP_011559159.1
Px006934	XP_011559176.1
Px006935	XP_011559178.1
Px006936	XP_011559162.1
Px006937	XP_011560974.1
Px006938	XP_011560991.1
Px006939	XP_011559180.1
Px006940	XP_011559165.1
Px006941	XP_011559181.1
Px006942	XP_011559164.1
Px006943	XP_011559166.1
Px006944	XP_011559167.1
Px006945	XP_011559169.1
Px006946	XP_011559183.1
Px001555	XP_011551849.1
Px009863	XP_011562333.1
Px009864	XP_011562333.1
Px009865	XP_011562334.1
Px009866	XP_011562343.1
Px009867	XP_011562343.1
Px009868	XP_011562345.1
Px009869	XP_011554648.1
Px009870	XP_011562342.1
Px009871	XP_011562347.1
Px009872	XP_011562347.1
Px009874	XP_011564468.1
Px001782	XP_011555611.1
Px001783	XP_011555614.1
Px001784	XP_011555614.1
Px001785	XP_011555616.1
Px001786	XP_011562725.1
Px001787	XP_011555619.1
Px001789	XP_011555620.1
Px001791	XP_011555621.1
Px001792	XP_011555638.1
Px001793	XP_011555638.1
Px001794	XP_011555622.1
Px001795	XP_011555624.1
Px001796	XP_011555627.1
Px001797	XP_011555628.1
Px001798	XP_011555629.1
Px001799	XP_011555639.1
Px001800	XP_011555639.1
Px001801	XP_011555632.1
Px001802	XP_011555633.1
Px001803	XP_011555636.1
Px001804	XP_011555642.1
Px011232	XP_011563393.1
Px011233	XP_011563394.1
Px011234	XP_011563396.1
Px011235	XP_011563376.1
Px011236	XP_011563397.1
Px011237	XP_011563397.1
Px011241	XP_011563379.1
Px011242	XP_011563378.1
Px011243	XP_011563377.1
Px011244	XP_011563377.1
Px011245	XP_011563385.1
Px011246	XP_011563387.1
Px011247	XP_011563398.1
Px011248	XP_011563388.1
Px011249	XP_011563389.1
Px011250	XP_011563390.1
Px011251	XP_011563391.1
Px004054	XP_011569277.1
Px011083	XP_011562969.1
Px011084	XP_011562969.1
Px011085	XP_011562970.1
Px011086	XP_011562970.1
Px011087	XP_011562962.1
Px011088	XP_011562971.1
Px011089	XP_011562963.1
Px011090	XP_011562964.1
Px011091	XP_011562972.1
Px011092	XP_011562965.1
Px011093	XP_011562973.1
Px011094	XP_011562974.1
Px011095	XP_011562975.1
Px011096	XP_011562976.1
Px002852	XP_011568033.1
Px016973	XP_011566885.1
Px016974	XP_011566878.1
Px016975	XP_011566886.1
Px002959	XP_011552142.1
Px017180	XP_011567015.1
Px017181	XP_011567016.1
Px009875	XP_011560930.1
Px009876	XP_011558354.1
Px009877	XP_011559569.1
Px009878	XP_011560918.1
Px009880	XP_011556385.1
Px009881	XP_011556903.1
Px009883	XP_011560936.1
Px009884	XP_011560937.1
Px009885	XP_011560920.1
Px009886	XP_011560924.1
Px009887	XP_011560927.1
Px009888	XP_011560938.1
Px009889	XP_011560939.1
Px000329	XP_011567406.1
Px000330	XP_011567407.1
Px000333	XP_011567408.1
Px014630	XP_011565774.1
Px014631	XP_011565778.1
Px014632	XP_011565776.1
Px014634	XP_011565779.1
Px011978	XP_011563840.1
Px011979	XP_011563841.1
Px015183	XP_011566046.1
Px015184	XP_011566044.1
Px015185	XP_011566045.1
Px001399	XP_011567757.1
Px001400	XP_011567758.1
Px013498	XP_011565085.1
Px013499	XP_011564662.1
Px013500	XP_011565087.1
Px013501	XP_011564667.1
Px013502	XP_011565093.1
Px013503	XP_011564666.1
Px007193	XP_011559949.1
Px007194	XP_011559929.1
Px007197	XP_011559950.1
Px007198	XP_011559930.1
Px007199	XP_011559951.1
Px007201	XP_011559933.1
Px007202	XP_011559937.1
Px007203	XP_011559939.1
Px007204	XP_011559953.1
Px007205	XP_011559940.1
Px007208	XP_011559942.1
Px007209	XP_011559943.1
Px007210	XP_011559944.1
Px007211	XP_011559955.1
Px007212	XP_011559946.1
Px003109	XP_011556223.1
Px003111	XP_011556205.1
Px003112	XP_011556208.1
Px003113	XP_011556209.1
Px003114	XP_011556210.1
Px003117	XP_011553451.1
Px003118	XP_011563212.1
Px003119	XP_011556229.1
Px003120	XP_011557306.1
Px003121	XP_011557528.1
Px003122	XP_011556212.1
Px003123	XP_011556217.1
Px003124	XP_011551707.1
Px003125	XP_011556220.1
Px003126	XP_011556231.1
Px003127	XP_011556231.1
Px003128	XP_011556222.1
Px003129	XP_011556232.1
Px001778	XP_011567880.1
Px001779	XP_011567881.1
Px001021	XP_011567660.1
Px001022	XP_011567661.1
Px001023	XP_011567662.1
Px014517	XP_011565626.1
Px014518	XP_011565627.1
Px014519	XP_011565630.1
Px014520	XP_011565628.1
Px014521	XP_011565629.1
Px014522	XP_011565631.1
Px014524	XP_011565632.1
Px014942	XP_011565933.1
Px014943	XP_011565934.1
Px014944	XP_011565936.1
Px014946	XP_011565937.1
Px014947	XP_011565938.1
Px013693	XP_011565148.1
Px013694	XP_011565145.1
Px013695	XP_011565150.1
Px013696	XP_011565151.1
Px013697	XP_011547956.1
Px013198	XP_011564079.1
Px013199	XP_011564079.1
Px013200	XP_011550389.1
Px013201	XP_011564074.1
Px013202	XP_011564081.1
Px013203	XP_011564075.1
Px013204	XP_011564076.1
Px013205	XP_011564076.1
Px013206	XP_011564077.1
Px013207	XP_011564082.1
Px013208	XP_011564083.1
Px014448	XP_011552531.1
Px014449	XP_011552530.1
Px014450	XP_011552532.1
Px014451	XP_011552535.1
Px014452	XP_011552538.1
Px014454	XP_011552540.1
Px014456	XP_011552542.1
Px014457	XP_011552545.1
Px014461	XP_011552549.1
